i,j,family_i,family_j,era_i,era_j,within_family,between_family,within_era,across_era,phi_primary,jaccard,overlap,cosine,phi,yule_q,cohen_kappa,ci_lo,ci_hi
Gemma-1,Mixtral-8x7B,Gemma,Mistral,2024Q1,2023Q4,0,1,0,1,0.04555764364110623,0.39595192915876026,0.624750499001996,0.5697009569891891,0.04555764364110623,0.09289622040091834,0.044608289398653356,0.0016741471447420592,0.09208179834709311
Gemma-1,Phi-1,Gemma,Phi,2024Q1,2023Q2,0,1,0,1,0.06437999638019884,0.3484646194926569,0.6404907975460122,0.5267422750559666,0.06437999638019884,0.1339895231768878,0.05966230700676832,0.02064882137656022,0.10723130329088434
Gemma-1,Phi-1.5,Gemma,Phi,2024Q1,2023Q3,0,1,0,1,0.04627987588548878,0.40213971050975456,0.624633431085044,0.5755320558166017,0.04627987588548878,0.09434905713446382,0.04549953028529519,0.004272850521221831,0.08975195853841061
Gemma-1,Phi-2,Gemma,Phi,2024Q1,2023Q4,0,1,0,1,0.03625441736845884,0.35546875,0.6225769669327252,0.5311281533747542,0.03625441736845884,0.07469144574556762,0.03434889267129333,-0.010779040590207557,0.0797201107011704
Gemma-1,Phi-3,Gemma,Phi,2024Q1,2024Q2,0,1,0,1,0.07128521316826122,0.4082802547770701,0.6371769383697813,0.5821910378562957,0.07128521316826122,0.1449043593844109,0.06985592278502548,0.027904395959408985,0.11176984590052016
Gemma-1,Phi-3.5,Gemma,Phi,2024Q1,2024Q3,0,1,0,1,0.06954638342599982,0.41529709228824274,0.6353965183752418,0.5885882346927267,0.06954638342599982,0.14136926408185826,0.06850749725587346,0.026369266300362296,0.11491640393685695
Gemma-1,Phi-4,Gemma,Phi,2024Q1,2024Q4,0,1,0,1,0.06026332690998215,0.44600366076876147,0.6274678111587982,0.6169655161329223,0.06026332690998215,0.12388018066170223,0.06021165937847708,0.02020179080266326,0.10577827281545603
Gemma-1,Phi-4-reasoning-plus,Gemma,Phi,2024Q1,2025Q2,0,1,0,1,0.039294228285199864,0.4016290726817043,0.6211240310077519,0.5748104532439198,0.039294228285199864,0.08016884676988788,0.038693831534868765,-0.006661062622551254,0.0809860938278113
Gemma-1,Phi-4-reasoning-vision-15B,Gemma,Phi,2024Q1,2026Q1,0,1,0,1,0.10756749528227706,0.43730108211330365,0.6524216524216524,0.6098865109132364,0.10756749528227706,0.21708158600568642,0.1062898391018417,0.06179789216697061,0.14935972889364
Gemma-1,Qwen-7B,Gemma,Qwen,2024Q1,2023Q3,0,1,0,1,0.07356104917085886,0.3854166666666667,0.6413867822318526,0.5613417351630803,0.07356104917085886,0.15030643374770464,0.07066948222310833,0.02860945955156613,0.11919916945268803
Gemma-1,Qwen1.5,Gemma,Qwen,2024Q1,2024Q1,0,1,1,0,0.08235595366000947,0.4589963280293758,0.6361323155216285,0.6292320529548251,0.08235595366000947,0.16884361127966022,0.08232595076325792,0.03447920123820728,0.12875324841823516
Gemma-1,Qwen2,Gemma,Qwen,2024Q1,2024Q2,0,1,0,1,0.0775927223649313,0.3788575180564675,0.6446927374301676,0.5556109190419838,0.0775927223649313,0.15902243053230666,0.07393357969702168,0.03947020947666498,0.12337589011483137
Gemma-1,Qwen2.5,Gemma,Qwen,2024Q1,2024Q3,0,1,0,1,0.09897363821196409,0.45685909373060213,0.6444833625218914,0.627409714664082,0.09897363821196409,0.20114617027257203,0.09876505062365461,0.0596731126667092,0.13889564471208238
Gemma-1,Qwen3,Gemma,Qwen,2024Q1,2025Q2,0,1,0,1,0.05101674211842597,0.3755656108597285,0.6294691224268689,0.5509113988678203,0.05101674211842597,0.1044584463733815,0.049011355749494306,0.009126707904424257,0.09586266994150087
Gemma-1,Qwen3.5,Gemma,Qwen,2024Q1,2026Q1,0,1,0,1,0.08136761962334339,0.4005167958656331,0.6438213914849429,0.5755526031027145,0.08136761962334339,0.16549350689859532,0.07898589200911091,0.03570344495006216,0.12842127615030466
Gemma-1,Qwen3.6,Gemma,Qwen,2024Q1,2026Q2,0,1,0,1,0.07470112897355202,0.4024390243902439,0.639795918367347,0.5769802925047441,0.07470112897355202,0.15192198982475974,0.0728015137934468,0.029613982466792223,0.11958449967106106
Gemma-2,Gemma-3,Gemma,Gemma,2024Q2,2025Q1,1,0,0,1,0.10345578818050608,0.3047244094488189,0.536754507628294,0.4710916519109206,0.10345578818050608,0.21281199289081215,0.10094650071679907,0.06022704167376407,0.1465396432780963
Gemma-2,Gemma-3n,Gemma,Gemma,2024Q2,2025Q2,1,0,0,1,0.09166351236146363,0.28536184210526316,0.4812760055478502,0.44535445053281686,0.09166351236146363,0.19011850963957147,0.09092620915183107,0.05159753787781632,0.13436744195370226
Gemma-2,Gemma-4,Gemma,Gemma,2024Q2,2026Q2,1,0,0,1,0.08285196592744569,0.3064275037369208,0.5686546463245492,0.476464998538807,0.08285196592744569,0.17166371326140117,0.078938357354052,0.0397018809346997,0.12572849253889326
Gemma-2,Gemma-4-12B,Gemma,Gemma,2024Q2,2026Q2,1,0,0,1,0.02446910980596001,0.24611610793131644,0.4174757281553398,0.395586161507875,0.02446910980596001,0.05180148274070926,0.024376823341308303,-0.017494023617598633,0.06729356825721684
Gemma-2,Llama-1,Gemma,Llama,2024Q2,2023Q1,0,1,0,1,0.0551016286784155,0.2639344262295082,0.44660194174757284,0.41852042799760847,0.0551016286784155,0.11561960729443589,0.05479554427672395,0.012506693401475581,0.0994383110380469
Gemma-2,Llama-2,Gemma,Llama,2024Q2,2023Q3,0,1,0,1,0.05823295342476983,0.2407079646017699,0.39941262848751835,0.38817513768323986,0.05823295342476983,0.12610372584056856,0.05817679272973933,0.014158852218328456,0.10463634942621163
Gemma-2,Llama-3,Gemma,Llama,2024Q2,2024Q2,0,1,1,0,0.07275488842174872,0.3057184750733138,0.5783633841886269,0.47699682686205497,0.07275488842174872,0.15138359482855926,0.06859177370812589,0.030215312116936205,0.11586241174455032
Gemma-2,Llama-3.1,Gemma,Llama,2024Q2,2024Q3,0,1,0,1,0.03880321783447092,0.2802404207362885,0.5173370319001387,0.44306193566928653,0.03880321783447092,0.08067481275050507,0.03743455208051799,-0.006418835718591057,0.07822606264970777
Gemma-2,Llama-3.2,Gemma,Llama,2024Q2,2024Q3,0,1,0,1,0.05581795437867869,0.2808378588052754,0.5020804438280166,0.4420785711629133,0.05581795437867869,0.1159130619518138,0.05453506991544862,0.017448275262454713,0.09847624929029417
Gemma-2,Llama-3.3,Gemma,Llama,2024Q2,2024Q4,0,1,0,1,0.05404426065437029,0.27430830039525694,0.4812760055478502,0.43293529235700157,0.05404426065437029,0.11251665754273164,0.05320708052587241,0.014155652833015692,0.09741507235920172
Gemma-2,Llama-4,Gemma,Llama,2024Q2,2025Q2,0,1,0,1,0.048176375788880996,0.28212927756653994,0.5145631067961165,0.4447773065899013,0.048176375788880996,0.10006817665328384,0.046690936999803104,0.0043296889776860996,0.0924647977843537
Gemma-2,Ministral-3,Gemma,Mistral,2024Q2,2025Q4,0,1,0,1,0.08116049902032335,0.2753743760399334,0.4590846047156727,0.43259584797570844,0.08116049902032335,0.16945595579640846,0.08078535335413094,0.0380192970982595,0.12479813543774096
Gemma-2,Mistral-7B,Gemma,Mistral,2024Q2,2023Q3,0,1,0,1,0.07193109776183991,0.24642857142857144,0.4088888888888889,0.3956303163345282,0.07193109776183991,0.15537479039566163,0.07183900145712463,0.02881253479141102,0.11296967851565079
Gemma-2,Mistral-Large-2,Gemma,Mistral,2024Q2,2024Q3,0,1,0,1,0.06404124614137431,0.27213647441104794,0.4646324549237171,0.42918923482455185,0.06404124614137431,0.13368172066670334,0.0635011052986398,0.022661813726195475,0.10963808645126882
Gemma-2,Mistral-Large-3,Gemma,Mistral,2024Q2,2025Q4,0,1,0,1,0.02834961093522894,0.23554421768707484,0.3841886269070735,0.38129103676531323,0.02834961093522894,0.060957356810174126,0.02834760729247269,-0.012830680052332127,0.07242724211543942
Gemma-2,Mistral-Medium-3,Gemma,Mistral,2024Q2,2025Q2,0,1,0,1,0.04399894984156729,0.24553950722175022,0.40083217753120665,0.39432296800465266,0.04399894984156729,0.09395431412545793,0.0439842601913109,-0.0030378373347153347,0.08726101908726155
Gemma-2,Mistral-Medium-3.5,Gemma,Mistral,2024Q2,2026Q2,0,1,0,1,0.060688919262589645,0.2927927927927928,0.5409153952843273,0.45907108153638326,0.060688919262589645,0.1259375790094671,0.058262744694230394,0.016701067363885488,0.10671428701286825
Gemma-2,Mistral-Small-2,Gemma,Mistral,2024Q2,2024Q3,0,1,0,1,0.02983310415243731,0.2691717791411043,0.4868238557558946,0.4277263896723969,0.02983310415243731,0.06214266770433429,0.029122257244907728,-0.015566828550834055,0.07519789063533545
Gemma-2,Mistral-Small-3,Gemma,Mistral,2024Q2,2025Q1,0,1,0,1,0.076379673030353,0.2945258288357749,0.5298196948682385,0.4596348776033697,0.076379673030353,0.15800004312110563,0.07415090024911924,0.0352267270961908,0.12194112629975196
Gemma-2,Mistral-Small-3.1,Gemma,Mistral,2024Q2,2025Q1,0,1,0,1,0.07276377848620781,0.30097087378640774,0.5589459084604715,0.4697043072490975,0.07276377848620781,0.15091368244593406,0.06945208026174643,0.022815387426285416,0.11582838147862495
Gemma-2,Mistral-Small-3.2,Gemma,Mistral,2024Q2,2025Q2,0,1,0,1,0.03099966964792807,0.2215302491103203,0.38190184049079756,0.3631682864388187,0.03099966964792807,0.06834500661213694,0.030909018416051294,-0.014154779208163862,0.07417726502309782
Gemma-2,Mistral-Small-4,Gemma,Mistral,2024Q2,2026Q1,0,1,0,1,0.04777985486299556,0.29261155815654716,0.5547850208044383,0.460602739541164,0.04777985486299556,0.09951668164823282,0.045253220172308525,0.00419523901945761,0.09671740432435712
Gemma-2,Mixtral-8x22B,Gemma,Mistral,2024Q2,2024Q2,0,1,1,0,0.055556900973432195,0.261373035566584,0.43828016643550627,0.4150414062446508,0.055556900973432195,0.11688218840204112,0.05534234055067303,0.01415856151618093,0.10054751894298777
Gemma-2,Mixtral-8x7B,Gemma,Mistral,2024Q2,2023Q4,0,1,0,1,0.06410360671626905,0.29451540195341847,0.5436893203883495,0.4611949825922832,0.06410360671626905,0.13297244987449724,0.06152366979225582,0.01585879583837129,0.10916102502537643
Gemma-2,Phi-1,Gemma,Phi,2024Q2,2023Q2,0,1,0,1,0.02160079979170879,0.24675324675324675,0.42163661581137307,0.3965766564301869,0.02160079979170879,0.04564906316970434,0.021494435276812787,-0.027530572850677396,0.06293640902559085
Gemma-2,Phi-1.5,Gemma,Phi,2024Q2,2023Q3,0,1,0,1,0.03168315153195431,0.2823529411764706,0.5325936199722607,0.44712172811772805,0.03168315153195431,0.06596573867443933,0.03022305863275365,-0.01294093827310168,0.07531817842131791
Gemma-2,Phi-2,Gemma,Phi,2024Q2,2023Q4,0,1,0,1,0.052133301939140946,0.27128082736674625,0.47295423023578365,0.4288317674012732,0.052133301939140946,0.10870530781567599,0.05144856024181863,0.005424275016397679,0.09747764082180346
Gemma-2,Phi-3,Gemma,Phi,2024Q2,2024Q2,0,1,1,0,0.0631840616394484,0.2946026986506747,0.5450762829403606,0.4614513572037368,0.0631840616394484,0.13110142134217226,0.060572601465147244,0.017143642917431645,0.11029588683330706
Gemma-2,Phi-3.5,Gemma,Phi,2024Q2,2024Q3,0,1,0,1,0.06719140179545037,0.3,0.5617198335644937,0.46905861997055837,0.06719140179545037,0.13957585700866207,0.06388003399749966,0.026090351800331302,0.11191343435836736
Gemma-2,Phi-4,Gemma,Phi,2024Q2,2024Q4,0,1,0,1,0.09506097489688387,0.32723434201266716,0.6449375866851595,0.5073671650580623,0.09506097489688387,0.2007760322008764,0.08607264575277125,0.0523331368271281,0.13853762045093593
Gemma-2,Phi-4-reasoning-plus,Gemma,Phi,2024Q2,2025Q2,0,1,0,1,0.07702443571509483,0.30431547619047616,0.5672676837725381,0.47415007872406695,0.07702443571509483,0.159782138843261,0.07327381141171618,0.03150537255372667,0.11734543817226563
Gemma-2,Phi-4-reasoning-vision-15B,Gemma,Phi,2024Q2,2026Q1,0,1,0,1,0.061304057272050676,0.2996336996336996,0.5672676837725381,0.4693982758493474,0.061304057272050676,0.12761943630968017,0.05793038342036312,0.021585795326465956,0.10505722696630135
Gemma-2,Qwen-7B,Gemma,Qwen,2024Q2,2023Q3,0,1,0,1,0.02351792066872366,0.26461538461538464,0.47711511789181693,0.42168675448835996,0.02351792066872366,0.04904777567455122,0.023011352894226792,-0.019830109616712815,0.0706107498513209
Gemma-2,Qwen1.5,Gemma,Qwen,2024Q2,2024Q1,0,1,0,1,0.0549767320767894,0.3112491373360939,0.6255201109570042,0.4891612059043926,0.0549767320767894,0.11670535050251539,0.04947039881288569,0.012860291568421544,0.09652021889501924
Gemma-2,Qwen2,Gemma,Qwen,2024Q2,2024Q2,0,1,1,0,0.07822653769701178,0.28662420382165604,0.49930651872399445,0.4481499483950912,0.07822653769701178,0.1620586799717989,0.07695952941418868,0.03687134813766173,0.12038156524491599
Gemma-2,Qwen2.5,Gemma,Qwen,2024Q2,2024Q3,0,1,0,1,0.0406265718949761,0.3009776536312849,0.5977808599167822,0.47498138098279885,0.0406265718949761,0.08562787418126022,0.03714633644280884,-0.005828325481568294,0.08727862785176277
Gemma-2,Qwen3,Gemma,Qwen,2024Q2,2025Q2,0,1,0,1,0.08827393085928488,0.29550827423167847,0.5201109570041609,0.4596875957358575,0.08827393085928488,0.18225358126335628,0.08637254130485231,0.045865751029422835,0.12911331743372692
Gemma-2,Qwen3.5,Gemma,Qwen,2024Q2,2026Q1,0,1,0,1,0.08094443905981036,0.29738058551617874,0.5353675450762829,0.4632405075210439,0.08094443905981036,0.16731105161469587,0.078487223609319,0.037750858153254734,0.12307832500479625
Gemma-2,Qwen3.6,Gemma,Qwen,2024Q2,2026Q2,0,1,0,1,0.0264764356149469,0.27415730337078653,0.507628294036061,0.43541202117168815,0.0264764356149469,0.055097971215536674,0.025562639528569412,-0.02134577818661698,0.0666802568464432
Gemma-3,Gemma-3n,Gemma,Gemma,2025Q1,2025Q2,1,0,0,1,0.044537591384378385,0.3054331864904552,0.49406175771971494,0.46859684530626583,0.044537591384378385,0.09013242204186245,0.04433632895842777,-0.0016319361676041505,0.08675747633400532
Gemma-3,Gemma-4,Gemma,Gemma,2025Q1,2026Q2,1,0,0,1,0.030802354435254586,0.338104976141786,0.5299145299145299,0.5058928371168745,0.030802354435254586,0.06170182005108352,0.03067499361103999,-0.013848109340149954,0.07464446550101626
Gemma-3,Gemma-4-12B,Gemma,Gemma,2025Q1,2026Q2,1,0,0,1,0.07807900929331016,0.31245283018867925,0.5155666251556662,0.47753438012719857,0.07807900929331016,0.15832276356039693,0.0773674487943998,0.03351471885494559,0.12212941452660482
Gemma-3,Llama-1,Gemma,Llama,2025Q1,2023Q1,0,1,0,1,0.07490486534878758,0.31511976047904194,0.51278928136419,0.48025577170359923,0.07490486534878758,0.15146722027251908,0.0743962838275282,0.03631351274826657,0.11907439356074292
Gemma-3,Llama-2,Gemma,Llama,2025Q1,2023Q3,0,1,0,1,0.047138345796883245,0.2672413793103448,0.5007342143906021,0.42711310666351093,0.047138345796883245,0.09925553893282041,0.0455131974389128,0.005802695563061275,0.0898571813655676
Gemma-3,Llama-3,Gemma,Llama,2025Q1,2024Q2,0,1,0,1,0.08416386515130735,0.36899862825788754,0.5747863247863247,0.5401214422623395,0.08416386515130735,0.1678975952834874,0.08351928594198282,0.04589075068856969,0.1264717698030547
Gemma-3,Llama-3.1,Gemma,Llama,2025Q1,2024Q3,0,1,0,1,0.06605694979797733,0.34572230014025246,0.5267094017094017,0.5139634503777941,0.06605694979797733,0.1318102917296601,0.06598379036391591,0.020557444091417673,0.11271603274539524
Gemma-3,Llama-3.2,Gemma,Llama,2025Q1,2024Q3,0,1,0,1,0.027644346514433163,0.3168666196189132,0.4827956989247312,0.4812457889894623,0.027644346514433163,0.05548230493494135,0.027643844423015096,-0.01301680237248733,0.07137917416125612
Gemma-3,Llama-3.3,Gemma,Llama,2025Q1,2024Q4,0,1,0,1,0.046394980612458885,0.3172314347512617,0.49382716049382713,0.4818101004355488,0.046394980612458885,0.09327626181558765,0.046347318896622684,0.000380575281646427,0.08722439666475706
Gemma-3,Llama-4,Gemma,Llama,2025Q1,2025Q2,0,1,0,1,0.0729541699365492,0.3453644727530078,0.5213675213675214,0.5134737436490239,0.0729541699365492,0.14547577536428927,0.07292334830019237,0.03203534510407095,0.114239986589488
Gemma-3,Ministral-3,Gemma,Mistral,2025Q1,2025Q4,0,1,0,1,0.030574740996023506,0.29194382852919437,0.48645320197044334,0.4530865358308521,0.030574740996023506,0.06228255764170903,0.030332966249919022,-0.014042415591442696,0.07373047665118393
Gemma-3,Mistral-7B,Gemma,Mistral,2025Q1,2023Q3,0,1,0,1,0.07014382191763747,0.2765451664025357,0.5170370370370371,0.43907187212940435,0.07014382191763747,0.14746371323431137,0.06760620915032683,0.023054614788998316,0.11311535879262863
Gemma-3,Mistral-Large-2,Gemma,Mistral,2025Q1,2024Q3,0,1,0,1,0.03761071940470045,0.30285296269202633,0.48994082840236686,0.46551541024757703,0.03761071940470045,0.07613275186636115,0.03745151906916613,-0.01211415186427518,0.07708197114002394
Gemma-3,Mistral-Large-3,Gemma,Mistral,2025Q1,2025Q4,0,1,0,1,0.057047535890437,0.2850539291217257,0.505464480874317,0.44700075757060376,0.057047535890437,0.11804610960932523,0.055805170280653786,0.017688580799226913,0.10247489140031443
Gemma-3,Mistral-Medium-3,Gemma,Mistral,2025Q1,2025Q2,0,1,0,1,0.07531928367563291,0.2970679012345679,0.5167785234899329,0.4610464355699274,0.07531928367563291,0.15483596080102258,0.07388581652569949,0.03187456710513413,0.11594926749408282
Gemma-3,Mistral-Medium-3.5,Gemma,Mistral,2025Q1,2026Q2,0,1,0,1,0.08724290032919715,0.35929824561403506,0.5470085470085471,0.5289504584371727,0.08724290032919715,0.1735255193966548,0.08705842826059124,0.04251509169527504,0.12980916731554365
Gemma-3,Mistral-Small-2,Gemma,Mistral,2025Q1,2024Q3,0,1,0,1,0.07609758905710892,0.34050179211469533,0.5085653104925053,0.5080216809298671,0.07609758905710892,0.15186362415676968,0.07609743556783861,0.030526599795408147,0.11858157265907829
Gemma-3,Mistral-Small-3,Gemma,Mistral,2025Q1,2025Q1,0,1,1,0,0.05748045692758438,0.3366266760762174,0.5096153846153846,0.5037298652052775,0.05748045692758438,0.11488363701966445,0.057466469871013316,0.01512382805224403,0.10363271207899666
Gemma-3,Mistral-Small-3.1,Gemma,Mistral,2025Q1,2025Q1,0,1,1,0,0.04444489763665882,0.34317089910775567,0.5341880341880342,0.5114688734568292,0.04444489763665882,0.08892703587242508,0.0442844816566534,0.0004624458603179671,0.09145498796929988
Gemma-3,Mistral-Small-3.2,Gemma,Mistral,2025Q1,2025Q2,0,1,0,1,0.055290205607773396,0.26332537788385046,0.5076687116564417,0.42370761714562627,0.055290205607773396,0.11752677569307808,0.052906329776788635,0.01295905780333127,0.10086334238145289
Gemma-3,Mistral-Small-4,Gemma,Mistral,2025Q1,2026Q1,0,1,0,1,0.05110275026325223,0.3510565780504431,0.5502136752136753,0.5204793006677201,0.05110275026325223,0.10228774048983427,0.05079446110650245,0.009276346749361359,0.09247768256572025
Gemma-3,Mixtral-8x22B,Gemma,Mistral,2025Q1,2024Q2,0,1,0,1,0.07710657747149273,0.31221719457013575,0.5149253731343284,0.47723731361003424,0.07710657747149273,0.1563479039236163,0.0764145440404433,0.034412800111336135,0.11976954759598406
Gemma-3,Mixtral-8x7B,Gemma,Mistral,2025Q1,2023Q4,0,1,0,1,0.1023380075551097,0.36671368124118475,0.5555555555555556,0.5369471709210959,0.1023380075551097,0.20297643654402645,0.1021149292890511,0.05968088484075394,0.14845238549005427
Gemma-3,Phi-1,Gemma,Phi,2025Q1,2023Q2,0,1,0,1,0.06440141408797692,0.3086696562032885,0.5067484662576687,0.4728608111874529,0.06440141408797692,0.1305897628873653,0.06391677461139884,0.021034909580170316,0.10348497767970823
Gemma-3,Phi-1.5,Gemma,Phi,2025Q1,2023Q3,0,1,0,1,0.050589067864674514,0.3463917525773196,0.5384615384615384,0.5150564085542295,0.050589067864674514,0.10116899985567904,0.05039781441717787,0.007344681880641707,0.09564147475716454
Gemma-3,Phi-2,Gemma,Phi,2025Q1,2023Q4,0,1,0,1,0.04758615299444751,0.3147208121827411,0.49486887115165334,0.47901819336268914,0.04758615299444751,0.09580809107542183,0.04750193523416318,0.002773668916800641,0.09303228040347285
Gemma-3,Phi-3,Gemma,Phi,2025Q1,2024Q2,0,1,0,1,0.046480123904327306,0.3411602209944751,0.5277777777777778,0.5090846873642632,0.046480123904327306,0.09295539808253439,0.0463661953809738,0.004710842753462001,0.09340912768757426
Gemma-3,Phi-3.5,Gemma,Phi,2025Q1,2024Q3,0,1,0,1,0.0402818237061635,0.34379263301500684,0.5384615384615384,0.5123094214554395,0.0402818237061635,0.08065915004336513,0.04008876684334886,-0.002757225848576903,0.08532999133238937
Gemma-3,Phi-4,Gemma,Phi,2025Q1,2024Q4,0,1,0,1,0.06051175521064293,0.3768020969855832,0.6143162393162394,0.5506389870714953,0.06051175521064293,0.1226675454133542,0.05893761874604175,0.02126449922375246,0.10146806701212814
Gemma-3,Phi-4-reasoning-plus,Gemma,Phi,2025Q1,2025Q2,0,1,0,1,0.07423813743151414,0.35911602209944754,0.5555555555555556,0.5290851480476297,0.07423813743151414,0.1480865224625624,0.07389665964105523,0.029670405239091382,0.12037852168381191
Gemma-3,Phi-4-reasoning-vision-15B,Gemma,Phi,2025Q1,2026Q1,0,1,0,1,0.05658737968515221,0.35490463215258855,0.5566239316239316,0.524790075495999,0.05658737968515221,0.11324786324786325,0.05620136497002158,0.014508931185821389,0.10359460157501993
Gemma-3,Qwen-7B,Gemma,Qwen,2025Q1,2023Q3,0,1,0,1,0.01615297359836427,0.31007751937984496,0.47670639219934996,0.4733843559622349,0.01615297359836427,0.03245504919145086,0.0161515950604578,-0.02590339070409503,0.05530715652272411
Gemma-3,Qwen1.5,Gemma,Qwen,2025Q1,2024Q1,0,1,0,1,0.03713058537957414,0.36893203883495146,0.6089743589743589,0.5426002990152331,0.03713058537957414,0.07559658596063404,0.036043090356871615,-0.010601911038091494,0.08220924730747418
Gemma-3,Qwen2,Gemma,Qwen,2025Q1,2024Q2,0,1,0,1,0.07887682521447532,0.33357611070648213,0.511731843575419,0.500398542400645,0.07887682521447532,0.1578060364639191,0.07880960051546383,0.03514151958360326,0.12138685435033363
Gemma-3,Qwen2.5,Gemma,Qwen,2025Q1,2024Q3,0,1,0,1,0.04969239213682612,0.36800526662277816,0.5972222222222222,0.5406806553990873,0.04969239213682612,0.10045224793828146,0.04864590600621554,0.006340774773864692,0.09386631673810067
Gemma-3,Qwen3,Gemma,Qwen,2025Q1,2025Q2,0,1,0,1,0.09052579877749294,0.3451519536903039,0.5167930660888408,0.5131916768045137,0.09052579877749294,0.18032432432432433,0.09051807306405962,0.050081009476951106,0.1328965900131737
Gemma-3,Qwen3.5,Gemma,Qwen,2025Q1,2026Q1,0,1,0,1,0.048765296627829774,0.3335674157303371,0.5074786324786325,0.5003138687007174,0.048765296627829774,0.09754336419505463,0.048747433923530925,0.006718525424573674,0.09292924350187315
Gemma-3,Qwen3.6,Gemma,Qwen,2025Q1,2026Q2,0,1,0,1,0.016757699988714004,0.3222912353347136,0.49893162393162394,0.4876024940671222,0.016757699988714004,0.03358009616118446,0.01674142902915739,-0.02664121027512476,0.05899649994715335
Gemma-3n,Gemma-4,Gemma,Gemma,2025Q2,2026Q2,1,0,0,1,0.04788471238937358,0.3227176220806794,0.5415676959619953,0.490369641153105,0.04788471238937358,0.09684107868004704,0.04706521977245065,0.001913791148409123,0.0931977652286489
Gemma-3n,Gemma-4-12B,Gemma,Gemma,2025Q2,2026Q2,1,0,0,1,0.03292466728903684,0.27420604182804026,0.44084682440846823,0.4305161458408831,0.03292466728903684,0.0678028836540466,0.032897982606613405,-0.008837449444365247,0.0810595356681489
Gemma-3n,Llama-1,Gemma,Llama,2025Q2,2023Q1,0,1,0,1,0.03161943675776212,0.2772657450076805,0.4397076735688185,0.43418976082651206,0.03161943675776212,0.0649102565728027,0.03161205205625502,-0.0102842321435875,0.07420922898095952
Gemma-3n,Llama-2,Gemma,Llama,2025Q2,2023Q3,0,1,0,1,0.030558313542681386,0.24631751227495907,0.4419970631424376,0.39749978115274115,0.030558313542681386,0.06503122171739911,0.03011590167628818,-0.011765557685096047,0.07274940874761791
Gemma-3n,Llama-3,Gemma,Llama,2025Q2,2024Q2,0,1,0,1,0.05019986001338696,0.32914046121593293,0.5593824228028503,0.4985536828271473,0.05019986001338696,0.10170230083984559,0.04901533462772921,0.00569187909400908,0.09042549593608434
Gemma-3n,Llama-3.1,Gemma,Llama,2025Q2,2024Q3,0,1,0,1,0.06919299902097592,0.3253449527959332,0.5320665083135392,0.49243080053013366,0.06919299902097592,0.13944649250654223,0.06849798558929282,0.023736250138383146,0.11058970217373885
Gemma-3n,Llama-3.2,Gemma,Llama,2025Q2,2024Q3,0,1,0,1,0.05780611389560312,0.3106508875739645,0.498812351543943,0.4746262679684424,0.05780611389560312,0.11682875784808568,0.05757679940137925,0.014333780698820315,0.10324075160480585
Gemma-3n,Llama-3.3,Gemma,Llama,2025Q2,2024Q4,0,1,0,1,0.07516435369428064,0.31188493565480696,0.48931116389548696,0.4756662284191713,0.07516435369428064,0.15189472080507618,0.07507087053230731,0.034115638359527724,0.11728924502747912
Gemma-3n,Llama-4,Gemma,Llama,2025Q2,2025Q2,0,1,1,0,0.05013000562567003,0.3132267441860465,0.5118764845605701,0.4781427419770072,0.05013000562567003,0.10128619338353623,0.04974509034963338,0.009553152606457168,0.09261708481971972
Gemma-3n,Ministral-3,Gemma,Mistral,2025Q2,2025Q4,0,1,0,1,0.047736097180391984,0.28316524437548485,0.44950738916256155,0.44142690924395783,0.047736097180391984,0.09793245249971443,0.04771327512429208,0.002629566823223892,0.08571501439332925
Gemma-3n,Mistral-7B,Gemma,Mistral,2025Q2,2023Q3,0,1,0,1,0.03175079081456759,0.24548440065681446,0.44296296296296295,0.3966096310441372,0.03175079081456759,0.06769622773330654,0.0312549412322774,-0.009600234714632987,0.07423278337800945
Gemma-3n,Mistral-Large-2,Gemma,Mistral,2025Q2,2024Q3,0,1,0,1,0.07023026311465855,0.3006939090208173,0.46318289786223277,0.46235994862256535,0.07023026311465855,0.1427797344892983,0.07022993101044589,0.026643781500923357,0.1161510594422946
Gemma-3n,Mistral-Large-3,Gemma,Mistral,2025Q2,2025Q4,0,1,0,1,0.060606473749525554,0.27243330638641877,0.4603825136612022,0.42925791778462274,0.060606473749525554,0.12627078925813504,0.06020533469220696,0.01627896152957287,0.1041342733528786
Gemma-3n,Mistral-Medium-3,Gemma,Mistral,2025Q2,2025Q2,0,1,1,0,0.025879889678239707,0.25852498017446474,0.4375838926174497,0.4116076311668487,0.025879889678239707,0.05405606429849623,0.025747361182023743,-0.015512472816378152,0.07196717220713032
Gemma-3n,Mistral-Medium-3.5,Gemma,Mistral,2025Q2,2026Q2,0,1,0,1,0.04978334763053506,0.3192555476020043,0.5296912114014252,0.485804769440384,0.04978334763053506,0.10058561378954735,0.04915023426298638,0.002500374603458952,0.09630211185991544
Gemma-3n,Mistral-Small-2,Gemma,Mistral,2025Q2,2024Q3,0,1,0,1,0.04219281998478742,0.3039647577092511,0.4916864608076009,0.46684300647221877,0.04219281998478742,0.08541747141929598,0.04201008112598168,-0.00015358089717638036,0.08399375071953852
Gemma-3n,Mistral-Small-3,Gemma,Mistral,2025Q2,2025Q1,0,1,0,1,0.06422670554739889,0.31868131868131866,0.5166270783847982,0.4843401329667851,0.06422670554739889,0.12955594721582708,0.06378729247284981,0.020281793885222686,0.1059808050605647
