,DeepSeek-R1,DeepSeek-V3,DeepSeek-V3.1,DeepSeek-V3.2,DeepSeek-V4,Devstral-2,Gemma-1,Gemma-2,Gemma-3,Gemma-3n,Gemma-4,Gemma-4-12B,Llama-1,Llama-2,Llama-3,Llama-3.1,Llama-3.2,Llama-3.3,Llama-4,Ministral-3,Mistral-7B,Mistral-Large-2,Mistral-Large-3,Mistral-Medium-3,Mistral-Medium-3.5,Mistral-Small-2,Mistral-Small-3,Mistral-Small-3.1,Mistral-Small-3.2,Mistral-Small-4,Mixtral-8x22B,Mixtral-8x7B,Phi-1,Phi-1.5,Phi-2,Phi-3,Phi-3.5,Phi-4,Phi-4-reasoning-plus,Phi-4-reasoning-vision-15B,Qwen-7B,Qwen1.5,Qwen2,Qwen2.5,Qwen3,Qwen3.5,Qwen3.6
Mixtral-8x22B,0.04118860555551593,0.009911609574423165,0.06610420630026079,0.07923216691607161,0.02858767581442949,0.03166506008218743,0.0804144456202432,0.055556900973432195,0.07710657747149273,0.02998285714523899,0.043144254330210595,0.03368880984672945,0.051738958329703835,0.06291990953025244,0.05900879021593073,0.10165409866214553,0.04526688760030846,0.06323189642626602,0.038918244570687835,0.057263965173661086,0.06178757949341992,0.04605922277053368,0.018494127166056126,0.05802657972211261,0.05832735200892182,0.06445191993058705,0.04467313940065051,0.06845863480464717,0.032406885981648294,0.06228881797616824,1.0,0.057507534937709034,0.07963247265053426,0.04438031771087598,0.08106804073249546,0.04403080324705941,0.0823071013879554,0.07583000611375684,0.041089613548645695,0.05452062961384648,0.04900108816804385,0.053986134819382456,0.07426295899281413,0.03691481866146648,0.059229252184083724,0.0242343236885452,0.02456120922441399
Mixtral-8x7B,0.050622243570400294,0.05055769874966517,0.09034530063083654,0.05278110205636233,0.0675509134578308,0.05155632131363381,0.04555764364110623,0.06410360671626905,0.1023380075551097,0.04893070979549604,0.08297641631038662,0.044261456944210374,0.042037019516492684,0.04815390580390115,0.045962899573735456,0.08504646017002877,0.048258474735075114,0.07164502141203347,0.07311494276605324,0.05332697656643704,0.07364820455691472,0.08028038967980035,0.0877460137220907,0.05120281000178141,0.07699819249556787,0.02819352878650339,0.06614249559914852,0.08697735453809412,0.056209506849972814,0.053965233268488684,0.057507534937709034,1.0,0.029885934175333154,0.050967584617761325,0.0838831186371293,0.0659893197948427,0.05596446868105732,0.08584682308265222,0.055964773175374294,0.0689911039362558,0.017205114697089897,0.04944060891051881,0.05350587502803724,0.05224552522373631,0.08139581894179977,0.08913521209723806,0.09005819352076859
Phi-1,0.022995751540403026,0.06545930374510465,0.08814195924584706,0.03233210640766335,0.03582267686040267,0.04618288077321944,0.06437999638019884,0.02160079979170879,0.06440141408797692,0.051288421822819195,0.06616073581222362,0.022372020046363874,0.052628781884459394,0.06118241553874846,0.03476158256380558,0.07210996544558344,0.04901421475953231,0.04896696349209274,0.05653491663543206,0.02716492265725754,0.029992804104081176,0.007544844665787968,0.06064710035538696,0.03454353317563898,0.042925987132309155,0.021201396559403413,0.06847129120335195,0.036523362528069966,0.026722760851623922,0.046358441406692576,0.07963247265053426,0.029885934175333154,1.0,0.10000727222577967,0.06279759109908077,0.06523724537401554,0.07258415120576647,0.07069763147798447,0.043696253915193266,0.06501709459480956,0.05894444820229624,0.05493520192184457,0.03128497624120337,0.025977094036224335,0.07119158487319148,0.060235283317929,0.044069365032657924
Phi-1.5,0.046162953125759604,0.05801546440296948,0.07475676791724792,0.07087064247682981,0.04405827982377763,0.1133548333348551,0.04627987588548878,0.03168315153195431,0.050589067864674514,0.051291666889621924,0.0394037851780199,0.043392597455559796,0.03265287245182803,0.09006505505643221,0.053730991104611464,0.072420620555449,0.028687942118136463,0.08302350660288149,0.09688997838307387,0.04819590193354526,0.058674903855353656,0.08055965947862469,0.055197242650235186,0.03916993610917546,0.039987598107355665,0.022573176410247538,0.07204861749201673,0.05354296839152463,0.045883338562661344,0.04400020414051558,0.04438031771087598,0.050967584617761325,0.10000727222577967,1.0,0.08751651712228349,0.06688089588557874,0.026240108582036147,0.07728445848717654,0.032289073455260324,0.04485589368265385,0.02986755154403245,0.05884877840798213,0.052720295368001456,0.07046651326466942,0.08604916742746993,0.10294870741203559,0.039478337770052226
Phi-2,0.03654237340485921,0.03750544191086796,0.0329620085061966,0.04275664475224755,0.07396453644754407,0.06095125204940316,0.03625441736845884,0.052133301939140946,0.04758615299444751,0.05874434328411307,0.07592499300023338,0.04498545336249435,0.02865999541285949,0.034833573758096543,0.04681922387075457,0.05634492618231456,0.06100170752088194,0.05331306419778116,0.0985028578592071,0.06553326447752836,0.05330127490117357,0.060112427524036234,0.0481496061727372,0.07360889112738245,0.05453714556827219,-0.007188135718616072,0.09261838681824969,0.08524898030452065,0.07544907965497022,0.08337871322397966,0.08106804073249546,0.0838831186371293,0.06279759109908077,0.08751651712228349,1.0,0.05213480807616969,0.0596693257230611,0.0534274309988373,0.047319361196770784,0.07721300163076109,0.07936548784814088,0.06351738325123493,0.03554996269920371,0.06766018369197306,0.06319505647157612,0.07002833491482606,0.08923530638296524
Phi-3,0.06522035471563511,0.03893854646198446,0.05253053468809788,0.049300575550789996,0.03777586663863344,0.07616721416838587,0.07128521316826122,0.0631840616394484,0.046480123904327306,0.08603014410598905,0.018845209424336852,0.04506593032539686,0.040732590413534726,0.04950104043502592,0.03770861424209077,0.03910835542071756,0.07861425303891745,0.05196454758215817,0.09727134678431193,0.0683479181359417,0.03484202682801121,0.026247683924573318,0.018276906061556283,0.052258521248171694,0.004994092391473977,0.01242331063507025,0.04028827449811495,0.052886614542167865,0.042761552391805846,-0.004280608251926216,0.04403080324705941,0.0659893197948427,0.06523724537401554,0.06688089588557874,0.05213480807616969,1.0,0.04382212486182511,0.05273372751649192,0.043831235906066336,0.08279986250431685,0.03356224552481749,0.05887797655074144,0.04789561369074254,0.04561100460889429,0.04359220354430751,0.039249581554940564,0.05213136550126722
Phi-3.5,0.0989438796328058,0.06433235106858783,0.06449849790568661,0.055252280584621526,0.07365106954746782,0.07939614348277721,0.06954638342599982,0.06719140179545037,0.0402818237061635,0.06016203538301945,0.06013868207978147,0.09766729982427996,0.04992066124606585,0.039955373862515936,0.05809820100396082,0.06362397430393744,0.06457564855651954,0.026881616867725718,0.03823551940863802,0.06356145640773156,0.08681003418663416,0.09952971875684977,0.06139198187870112,0.06795449422278461,0.07701056346014815,0.04436633055288626,0.06952951631133208,0.05432938548890497,0.03610855387781034,0.06454159750088782,0.0823071013879554,0.05596446868105732,0.07258415120576647,0.026240108582036147,0.0596693257230611,0.04382212486182511,1.0,0.09474260950945045,0.012926089465701358,0.11542687327877406,0.07187281484609047,0.09042589891277959,0.05892963277663003,0.045660828884080275,0.061837235125057975,0.0603341722350419,0.022697660402622114
Phi-4,0.03997237573468245,0.03654590022665918,0.07542601568165405,0.05299650143843557,0.03889245788173004,0.061884146829271874,0.06026332690998215,0.09506097489688387,0.06051175521064293,0.03806326689264423,0.07459424282119047,0.09773356443336878,0.026314867079005336,0.04133127116368208,0.03971492050097902,0.06774317268344925,0.06357520225414293,0.07954268578125955,0.050497658000085786,0.10944485860714956,0.033905059293264976,0.04882623645028266,0.026541393112998454,0.0315354793139261,0.04241639844750871,0.038500499532979085,0.06487567507261485,0.055305064110580164,0.039388096845497954,0.052179675486346486,0.07583000611375684,0.08584682308265222,0.07069763147798447,0.07728445848717654,0.0534274309988373,0.05273372751649192,0.09474260950945045,1.0,0.042321453228680764,0.060163019799633836,0.1044423618453495,0.0932279009321409,0.023780599308647347,0.044627716304517145,0.06579955234120383,0.04677774738018722,0.04695281844639672
Phi-4-reasoning-plus,0.07046619375851934,0.021801219905286783,0.10045986185588354,0.05092911090994943,0.038645825904319586,0.036870920493824386,0.039294228285199864,0.07702443571509483,0.07423813743151414,0.0679437934385011,0.07420103801769878,0.036028114915042125,0.06379041571983343,0.05405854260871071,0.05621000426254507,0.04757523635744578,0.04637745738082862,0.05484268575273709,0.048174172100086024,0.09577187886119956,0.06918953238866175,0.054648100009139604,0.0940633502514387,0.04879735360591658,0.0389879864459264,0.028187864579757835,0.05542126103676634,0.06837808985807073,0.03109450568780792,0.06062318745488533,0.041089613548645695,0.055964773175374294,0.043696253915193266,0.032289073455260324,0.047319361196770784,0.043831235906066336,0.012926089465701358,0.042321453228680764,1.0,0.0994947213361098,0.0476297284916356,0.06230975564318381,0.052678021342565634,0.08031052680148981,0.07974146184180286,0.09029203576577924,0.0046433062602173085
Phi-4-reasoning-vision-15B,0.04990843269335563,0.03128967578428366,0.05079279240636534,0.1216472307102164,0.03348863170030384,0.0403034270906088,0.10756749528227706,0.061304057272050676,0.05658737968515221,0.05210073869279401,0.06267991472652891,0.05152163837190419,0.07479849542479594,0.11084582471426094,0.08007661178540205,0.07101105257648738,0.10310748436842425,0.046116201439769994,0.07200024712567667,0.08458907439699173,0.05635944003275383,0.09955642644102432,0.07609050561361302,0.08234929564828966,0.050017323706667054,0.02458608703821498,0.07339382502236055,0.08302196898676326,0.022905927378808144,0.08878062763831701,0.05452062961384648,0.0689911039362558,0.06501709459480956,0.04485589368265385,0.07721300163076109,0.08279986250431685,0.11542687327877406,0.060163019799633836,0.0994947213361098,1.0,0.0744061714980541,0.049378793644360576,0.07206407954067687,0.05814408662691099,0.07038861387879658,0.09215353266594065,0.07417907422133654
Qwen-7B,0.08044395487072618,0.05675944396308507,0.04600676453887549,0.07734140739947944,0.04356531012512294,0.0477456560000507,0.07356104917085886,0.02351792066872366,0.01615297359836427,0.021161850026015307,0.0743266856001077,0.05609351001462546,0.04711558287523953,0.05866715989082296,0.07799164432323678,0.056868029528111035,0.04988008234367531,0.06417879896116091,0.043460579133137375,0.08223002135894082,0.06254598290960728,0.06504183445956485,0.0441035034512715,0.07091287883475395,0.07028570677979304,0.03409333557748173,0.07204327126516344,0.041750131852024266,0.09650467448381464,0.05877854394698216,0.04900108816804385,0.017205114697089897,0.05894444820229624,0.02986755154403245,0.07936548784814088,0.03356224552481749,0.07187281484609047,0.1044423618453495,0.0476297284916356,0.0744061714980541,1.0,0.07113976934424217,0.05034191321321647,0.06478082561308442,0.042321926703424606,0.05535312796490158,0.015509138119816508
Qwen1.5,0.04591705916041966,0.052592749318661466,0.09899632616388855,0.0674256815148562,0.020993489294254927,0.04728875025951174,0.08235595366000947,0.0549767320767894,0.03713058537957414,0.0445521343104844,0.07846238291612592,0.04485215379178015,0.0661608601190753,0.02477458254362646,0.026739259819907327,0.0945840679299997,0.015823757237143132,0.054715448168715736,0.08163265044001013,0.06483659860072657,0.08186988045403432,0.07793026305843156,0.087536244457976,0.033264164494488026,0.05063888988433097,0.06398466914515528,0.0758081843494748,0.07140982812978587,0.055609937698334486,0.04758408412031883,0.053986134819382456,0.04944060891051881,0.05493520192184457,0.05884877840798213,0.06351738325123493,0.05887797655074144,0.09042589891277959,0.0932279009321409,0.06230975564318381,0.049378793644360576,0.07113976934424217,1.0,0.023297990227512427,0.06734098737586323,0.042595373980919,0.010804786222970203,0.05548708712559311
Qwen2,0.06300633438355366,0.055699000218658735,0.0724270795528023,0.037067595261130064,0.0588157979589906,0.0709794700661246,0.0775927223649313,0.07822653769701178,0.07887682521447532,0.08799561340071273,0.05314805957668636,0.07109347177540742,0.0645996697666121,0.05782927312933406,0.08794369881296786,0.09072957183995073,0.06012906189163283,0.05721023411199369,0.0808210048965305,0.05862359563808026,0.057284193219942374,0.0363630442303013,0.03220980516112639,0.055350686814907485,0.00412781972424527,0.05852037883662818,0.10727714118019487,0.07262236680393576,0.06484951646336286,0.042107085124343406,0.07426295899281413,0.05350587502803724,0.03128497624120337,0.052720295368001456,0.03554996269920371,0.04789561369074254,0.05892963277663003,0.023780599308647347,0.052678021342565634,0.07206407954067687,0.05034191321321647,0.023297990227512427,1.0,0.05882801742477335,0.06647875807771539,0.07055304463097083,0.019008857883944366
Qwen2.5,0.044096910672752,0.06527061303543763,0.03610458377495312,0.040387768268570365,0.06005799558832019,0.047833990867529756,0.09897363821196409,0.0406265718949761,0.04969239213682612,0.05364664087391171,0.05170864157572826,0.04840341458513638,0.043555701297754976,0.06853695646616234,0.0723420794934289,0.07417626409853405,0.07488061234492362,0.05536557751530086,0.03433879249964346,0.0624305470160731,0.04823044102909762,0.07056932849969158,0.05668289755908837,0.06395075621179629,0.04935818784238535,0.023662854935234214,0.07883168379405278,0.05660394318852299,0.036008830988425305,0.07025351692574021,0.03691481866146648,0.05224552522373631,0.025977094036224335,0.07046651326466942,0.06766018369197306,0.04561100460889429,0.045660828884080275,0.044627716304517145,0.08031052680148981,0.05814408662691099,0.06478082561308442,0.06734098737586323,0.05882801742477335,1.0,0.050595391281067305,0.05686881662991134,0.031161944501799262
Qwen3,0.03395974609182253,0.026472664430294487,0.04801737394971701,0.04088540579708517,0.04969005497611731,0.09418004522608786,0.05101674211842597,0.08827393085928488,0.09052579877749294,0.05163393895663157,0.0743266856001077,0.08473822341415334,0.053232239024523065,0.04808448768799399,0.03980970043914766,0.05486178410897533,0.07602162922808486,0.0439990077554254,0.039446208586259426,0.06793341042275818,0.06042488132725519,0.056919854038484395,0.03161077279752639,0.06261472874804244,0.06426783728368507,0.03409333557748173,0.06802781707988553,0.04576292776254394,0.07082829441628381,0.020625001704057046,0.059229252184083724,0.08139581894179977,0.07119158487319148,0.08604916742746993,0.06319505647157612,0.04359220354430751,0.061837235125057975,0.06579955234120383,0.07974146184180286,0.07038861387879658,0.042321926703424606,0.042595373980919,0.06647875807771539,0.050595391281067305,1.0,0.019221188258704832,0.04359813342090721
Qwen3.5,0.050900817188699085,0.03704873312428949,0.0566538384836773,0.05243120775172453,0.07548603656210776,0.0461459607810542,0.08136761962334339,0.08094443905981036,0.048765296627829774,0.08832313524112737,0.09910296408872926,0.041553192953440614,0.019708589159605914,0.07200568643268274,0.08342732722979093,0.07743520508443594,0.06461262930172508,0.0321806442394684,0.05277344729811207,0.06525137867172187,0.07404241233655587,0.07522502089444631,0.03644109457086202,0.03163165236718405,0.056075424792588154,0.05471468197406608,0.06755182124752293,0.07684655441161413,0.05777216190125799,0.010720681536662538,0.0242343236885452,0.08913521209723806,0.060235283317929,0.10294870741203559,0.07002833491482606,0.039249581554940564,0.0603341722350419,0.04677774738018722,0.09029203576577924,0.09215353266594065,0.05535312796490158,0.010804786222970203,0.07055304463097083,0.05686881662991134,0.019221188258704832,1.0,0.05030450023993498
Qwen3.6,0.07009753775126457,0.06213743721138173,0.05878780641283973,0.06992285805788782,0.07357842262800593,0.05107730178084277,0.07470112897355202,0.0264764356149469,0.016757699988714004,0.01705762796434243,0.06757814877984346,0.02760640281814314,0.06447400266590537,0.06608516608819506,0.07735480883030482,0.06668297238672273,0.03469202190566839,0.07125874569881038,0.06635391820840203,0.05930919202468959,0.03648767120717548,0.050520550626111396,0.06087874214322041,0.041272404631580016,0.01502301241300859,0.04679136161141858,0.011172090803267521,0.07545172746726095,0.04165124057311296,0.06299927630770738,0.02456120922441399,0.09005819352076859,0.044069365032657924,0.039478337770052226,0.08923530638296524,0.05213136550126722,0.022697660402622114,0.04695281844639672,0.0046433062602173085,0.07417907422133654,0.015509138119816508,0.05548708712559311,0.019008857883944366,0.031161944501799262,0.04359813342090721,0.05030450023993498,1.0
